Age,Monthly_Income,Num_Dependents,Loan_Tenure,Interest_Rate,Outstanding_Loan_Amount,Collection_Attempts,EMI_to_Income_Ratio,Collateral_Coverage,Default_Severity,Borrower_Segment,Segment_Name,High_Risk_Flag,Predicted_High_Risk,Predicted_Risk_Score,Recovery_Strategy
53,101365,3,48,6.0,141876.095674158,3,0.02915947319094362,0.6859615075574181,0,3,"Secured, Moderate Risk Borrowers",0,0.0,0.03319968553459119,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
56,174476,2,12,9.64,920342.971264843,5,0.4395747839244366,0.0,332,0,"Low Income, High EMI Burden Borrowers",1,1.0,0.96375,"[HIGH RISK] Initiate legal proceedings with asset seizure notices, escalate to external recovery agencies, and enforce loan recovery under default clauses."
30,71273,0,24,5.55,51376.5313838857,3,0.03003507639639134,0.0,69,1,"Affluent, Low Risk Borrowers",0,0.0,0.09911635220125786,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
48,133413,1,48,9.14,803785.070506689,3,0.1255164039486407,0.0,44,1,"Affluent, Low Risk Borrowers",0,0.0,0.012783018867924528,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
48,173280,3,36,8.58,1405426.02677751,7,0.22529784164358263,0.0,399,2,"High Income, High Default Risk Borrowers",1,1.0,0.6746904761904762,"[MODERATE RISK] Offer structured settlements with penal interest adjustments, negotiate revised EMI plans, and initiate soft legal notices."
45,141945,0,60,6.52,232572.508817266,3,0.027307830497727992,0.0,363,1,"Affluent, Low Risk Borrowers",0,0.0,0.12136635220125788,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
23,201186,3,24,16.63,250017.848300034,1,0.05177999463183323,0.839220298391783,125,3,"Secured, Moderate Risk Borrowers",0,0.0,0.02,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
61,32772,0,60,15.06,983707.758088647,3,0.5002785914805322,0.0,164,1,"Affluent, Low Risk Borrowers",0,1.0,0.6815000000000001,"[MODERATE RISK] Offer structured settlements with penal interest adjustments, negotiate revised EMI plans, and initiate soft legal notices."
50,51041,0,24,8.85,368351.622654138,3,0.30069904586508883,0.0,94,0,"Low Income, High EMI Burden Borrowers",1,0.0,0.21278301886792447,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
44,21570,1,72,9.62,1529224.94767695,3,0.984665739452944,0.0,282,0,"Low Income, High EMI Burden Borrowers",1,1.0,0.9060714285714284,"[HIGH RISK] Initiate legal proceedings with asset seizure notices, escalate to external recovery agencies, and enforce loan recovery under default clauses."
53,104152,3,36,9.16,404570.456550162,2,0.10790066441354942,0.5614251292598326,468,2,"High Income, High Default Risk Borrowers",1,0.0,0.41028301886792456,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
32,68363,0,72,6.64,758611.25702652,0,0.15412240539473107,0.0,57,1,"Affluent, Low Risk Borrowers",0,0.0,0.054669923629829295,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
48,247601,1,24,13.62,1448461.5063035,0,0.24374925787860308,1.0618637898095178,0,3,"Secured, Moderate Risk Borrowers",0,0.0,0.1984404761904762,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
55,33743,1,72,7.78,503983.519106356,2,0.20744361793557184,1.1995965330235316,268,3,"Secured, Moderate Risk Borrowers",0,0.0,0.15578301886792456,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
45,219451,2,60,15.15,260823.575310141,8,0.019808795585347073,0.0,0,1,"Affluent, Low Risk Borrowers",0,0.0,0.00025,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
53,50585,1,48,9.2,167474.729156563,1,0.06897420183848967,0.0,92,1,"Affluent, Low Risk Borrowers",0,0.0,0.010283018867924529,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
45,244104,2,60,14.98,877296.205205878,3,0.05989905941729755,0.6993454894711829,290,3,"Secured, Moderate Risk Borrowers",0,0.0,0.01625,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
55,249386,3,60,14.54,293616.11428963,0,0.019622593088625667,1.051936361060466,128,3,"Secured, Moderate Risk Borrowers",0,0.0,0.03316666666666667,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
57,83619,3,60,9.72,407164.059567573,0,0.08115464188760928,1.0020081977391826,336,3,"Secured, Moderate Risk Borrowers",0,0.0,0.05861635220125787,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
22,173285,1,24,13.53,73908.6479983408,2,0.01777147473814814,0.0,106,1,"Affluent, Low Risk Borrowers",0,0.0,0.015333333333333332,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
21,161470,3,36,14.54,315879.615581629,2,0.054340930203753024,0.0,55,1,"Affluent, Low Risk Borrowers",0,0.0,0.0014285714285714286,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
43,171683,1,72,14.49,100554.244832881,3,0.008134701746824088,1.3222281125770103,102,3,"Secured, Moderate Risk Borrowers",0,0.0,0.008333333333333333,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
25,96437,0,36,16.07,737589.931705971,2,0.21245590385432978,0.9991989468413285,0,3,"Secured, Moderate Risk Borrowers",0,0.0,0.026291666666666665,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
23,247750,3,36,9.32,1287474.56067148,3,0.14435188698284562,1.0275636489994215,86,3,"Secured, Moderate Risk Borrowers",0,0.0,0.26603571428571426,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
62,22151,0,36,8.96,1529768.34372039,1,1.91835899056476,0.0,140,0,"Low Income, High EMI Burden Borrowers",1,1.0,0.9544047619047619,"[HIGH RISK] Initiate legal proceedings with asset seizure notices, escalate to external recovery agencies, and enforce loan recovery under default clauses."
49,61479,1,72,15.92,1355583.5642285,1,0.3062435953740301,1.083127823452868,357,2,"High Income, High Default Risk Borrowers",1,0.0,0.4740833333333334,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
64,48397,1,12,12.76,137808.141805415,2,0.23728764179597908,0.9625935471051525,84,0,"Low Income, High EMI Burden Borrowers",1,0.0,0.4082142857142857,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
49,103920,3,24,16.84,19785.3902164203,3,0.007932929176289454,0.0,26,1,"Affluent, Low Risk Borrowers",0,0.0,0.050706349206349206,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
41,240952,3,36,15.44,51917.0135642684,0,0.005985175470633155,0.0,147,1,"Affluent, Low Risk Borrowers",0,0.0,0.0014285714285714286,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
56,166409,1,60,16.76,1440657.06476804,2,0.14428877043909885,1.3456535222773447,71,3,"Secured, Moderate Risk Borrowers",0,0.0,0.29621428571428576,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
42,155507,3,60,7.88,116492.978044831,2,0.012485290051251713,0.0,222,1,"Affluent, Low Risk Borrowers",0,0.0,0.016711590296495958,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
39,39596,1,36,16.5,200807.890377593,0,0.1408728154359026,0.0,309,1,"Affluent, Low Risk Borrowers",0,0.0,0.07957142857142857,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
53,32633,3,36,9.39,622029.658511845,0,0.5294824257653296,0.0,18,0,"Low Income, High EMI Burden Borrowers",1,1.0,0.8628809523809522,"[HIGH RISK] Initiate legal proceedings with asset seizure notices, escalate to external recovery agencies, and enforce loan recovery under default clauses."
29,69061,2,72,17.86,234794.08783136,3,0.04721955951984478,0.0,218,1,"Affluent, Low Risk Borrowers",0,0.0,0.027777777777777776,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
33,62055,0,48,14.69,204588.696315147,2,0.06868519861413262,1.3080678171160236,0,3,"Secured, Moderate Risk Borrowers",0,0.0,0.000625,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
59,83910,2,72,11.4,299378.888345821,0,0.04955356930044095,1.0993729928719835,42,3,"Secured, Moderate Risk Borrowers",0,0.0,0.028616352201257862,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
53,64104,3,36,9.48,325165.338988927,3,0.14090181579932612,0.0,0,1,"Affluent, Low Risk Borrowers",0,0.0,0.015294923629829291,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
32,126453,0,36,11.58,1436350.59908076,0,0.3155214190252505,0.0,12,1,"Affluent, Low Risk Borrowers",0,1.0,0.5112857142857143,"[MODERATE RISK] Offer structured settlements with penal interest adjustments, negotiate revised EMI plans, and initiate soft legal notices."
22,34169,3,60,11.49,1045256.14266127,0,0.5098463519564517,0.9308582753822721,30,3,"Secured, Moderate Risk Borrowers",0,1.0,0.7181666666666666,"[MODERATE RISK] Offer structured settlements with penal interest adjustments, negotiate revised EMI plans, and initiate soft legal notices."
38,220244,3,60,16.15,62971.5914916047,3,0.0047653057518025465,1.2059562365800056,75,3,"Secured, Moderate Risk Borrowers",0,0.0,0.0,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
51,152084,3,36,10.98,301110.462936102,2,0.05499710686199732,0.0,972,2,"High Income, High Default Risk Borrowers",1,1.0,0.8711163522012577,"[HIGH RISK] Initiate legal proceedings with asset seizure notices, escalate to external recovery agencies, and enforce loan recovery under default clauses."
53,71088,1,36,16.14,830616.636380052,0,0.3245650461399955,1.3029813013091025,0,3,"Secured, Moderate Risk Borrowers",0,0.0,0.21705555555555553,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
60,161649,2,48,16.35,665429.675046879,3,0.08576062951209101,0.9522024791035357,124,3,"Secured, Moderate Risk Borrowers",0,0.0,0.046952380952380954,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
24,107324,0,36,17.8,920061.92216765,3,0.23813201147925905,1.3176233783044862,92,3,"Secured, Moderate Risk Borrowers",0,0.0,0.051500000000000004,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
36,61819,1,72,6.4,773648.585079842,3,0.17381581714359665,1.237880415168739,0,3,"Secured, Moderate Risk Borrowers",0,0.0,0.05486635220125786,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
28,130142,2,24,8.01,234737.872955981,10,0.0751543698421724,0.0,115,1,"Affluent, Low Risk Borrowers",0,0.0,0.06355952380952382,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
48,177982,3,72,7.71,428391.422250232,1,0.033429672663527775,1.3248069479798268,0,3,"Secured, Moderate Risk Borrowers",0,0.0,0.01528301886792453,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
42,218532,0,36,15.16,428739.232057388,0,0.054497373382387936,0.0,135,1,"Affluent, Low Risk Borrowers",0,0.0,0.003482142857142857,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
23,79106,1,72,15.77,1045269.95540203,3,0.18352135109852602,0.0,62,1,"Affluent, Low Risk Borrowers",0,0.0,0.026333333333333334,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
40,93714,1,48,16.72,113057.520135044,3,0.025133597968286486,0.7122856416685905,150,3,"Secured, Moderate Risk Borrowers",0,0.0,0.018333333333333333,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
54,190915,1,72,15.49,236201.138634556,0,0.01718340622790247,0.0,76,1,"Affluent, Low Risk Borrowers",0,0.0,0.0,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
39,122522,0,36,15.87,611574.348713793,2,0.13865411926021448,1.1740175348839685,284,3,"Secured, Moderate Risk Borrowers",0,0.0,0.010625,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
21,243071,2,48,8.12,52957.6155352274,0,0.0045389207268658124,1.273183501258759,288,3,"Secured, Moderate Risk Borrowers",0,0.0,0.01928301886792453,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
51,210246,3,24,15.76,1733617.91459065,3,0.34356934257964483,0.0,306,2,"High Income, High Default Risk Borrowers",1,1.0,0.5948333333333333,"[MODERATE RISK] Offer structured settlements with penal interest adjustments, negotiate revised EMI plans, and initiate soft legal notices."
48,234648,3,36,12.06,156648.603274158,6,0.018544159762708397,0.9512666140731146,507,2,"High Income, High Default Risk Borrowers",1,1.0,0.7224496855345913,"[MODERATE RISK] Offer structured settlements with penal interest adjustments, negotiate revised EMI plans, and initiate soft legal notices."
44,125677,2,60,14.1,244140.659381712,1,0.03237672764308505,0.0,453,1,"Affluent, Low Risk Borrowers",0,0.0,0.27749999999999997,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
32,139481,3,36,16.59,568455.058743997,3,0.1132083939748066,1.3329373923186632,113,3,"Secured, Moderate Risk Borrowers",0,0.0,0.02,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
28,190211,0,36,17.33,114062.720957693,2,0.016657343686747875,0.0,0,1,"Affluent, Low Risk Borrowers",0,0.0,0.014499999999999999,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
52,224988,1,12,15.32,1534190.72316752,9,0.5682491066190196,0.7794453073189033,129,0,"Low Income, High EMI Burden Borrowers",1,1.0,0.6410833333333333,"[MODERATE RISK] Offer structured settlements with penal interest adjustments, negotiate revised EMI plans, and initiate soft legal notices."
60,96537,1,48,13.42,736511.154422937,0,0.1589440318219957,0.759603283708479,214,1,"Affluent, Low Risk Borrowers",0,0.0,0.03019047619047619,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
23,108680,1,12,5.38,1315302.2127769,4,1.0085436142804565,0.0,0,0,"Low Income, High EMI Burden Borrowers",1,1.0,0.9033333333333334,"[HIGH RISK] Initiate legal proceedings with asset seizure notices, escalate to external recovery agencies, and enforce loan recovery under default clauses."
53,91619,3,72,12.8,757142.080668226,0,0.11477815736910467,0.0,272,1,"Affluent, Low Risk Borrowers",0,0.0,0.034523809523809526,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
22,198305,2,36,5.54,608360.756499746,0,0.08521676205844532,0.0,173,1,"Affluent, Low Risk Borrowers",0,0.0,0.002783018867924528,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
23,189668,1,72,5.68,1138280.18532964,0,0.0833532804690301,0.7205087871366485,411,2,"High Income, High Default Risk Borrowers",1,0.0,0.3390330188679245,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
64,147130,3,36,8.24,281352.597419809,2,0.053118670563447296,0.6054052859561663,171,1,"Affluent, Low Risk Borrowers",0,0.0,0.04585714285714285,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
26,238131,0,72,8.71,604778.220118326,7,0.035273441929022264,1.4158075833506734,0,3,"Secured, Moderate Risk Borrowers",0,0.0,0.010533018867924529,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
53,53067,2,48,16.68,559027.203338009,7,0.21946595812840372,0.5410681727904058,120,1,"Affluent, Low Risk Borrowers",0,0.0,0.021666666666666664,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
44,27115,0,48,12.56,412834.439480011,10,0.3171941729669924,1.2110009619498117,87,3,"Secured, Moderate Risk Borrowers",0,0.0,0.2723095238095238,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
46,182450,3,60,10.46,937450.182085454,6,0.08563535215127432,1.0922213993314405,0,3,"Secured, Moderate Risk Borrowers",0,0.0,0.03111635220125786,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
40,169243,1,48,7.08,78279.9401813356,5,0.009636026305371566,0.0,352,1,"Affluent, Low Risk Borrowers",0,0.0,0.05528301886792453,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
41,135585,3,60,13.06,161329.389606441,3,0.01983124976951728,0.6218880825322707,954,2,"High Income, High Default Risk Borrowers",1,1.0,0.9358333333333334,"[HIGH RISK] Initiate legal proceedings with asset seizure notices, escalate to external recovery agencies, and enforce loan recovery under default clauses."
29,237127,1,72,11.51,1584600.20154235,2,0.0928124591463646,0.0,375,2,"High Income, High Default Risk Borrowers",1,0.0,0.2663333333333333,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
61,210229,3,48,14.42,262208.331988399,3,0.025984378939156824,1.1633625340146807,60,3,"Secured, Moderate Risk Borrowers",0,0.0,0.06052380952380952,"[LOW RISK] Send automated payment reminders, schedule regular financial health reviews, and maintain active borrower engagement for early warnings."
49,15207,1,72,10.17,1529736.28310652,9,1.397142105609259,0.0,78,0,"Low Income, High EMI Burden Borrowers",1,1.0,0.862,"[HIGH RISK] Initiate legal proceedings with asset seizure notices, escalate to external recovery agencies, and enforce loan recovery under default clauses."
